ALIGNMNT,ARR_HOUR,ARR_MIN,CF1,CF2,CF3,CITY,COUNTY,C_M_ZONE,DAY,DAY_WEEK,DRUNK_DR,FATALS,FUNC_SYS,HARM_EV,HIT_RUN,HOSP_HR,HOSP_MN,HOUR,LATITUDE,LGT_COND,LONGITUD,MAN_COLL,MILEPT,MINUTE,MONTH,NHS,NOT_HOUR,NOT_MIN,NO_LANES,PAVE_TYP,PEDS,PERMVIT,PERNOTMVIT,PERSONS,PROFILE,PVH_INVL,RAIL,RD_OWNER,RELJCT1,RELJCT2,REL_JUNC,REL_ROAD,ROAD_FNC,ROUTE,RUR_URB,SCH_BUS,SP_JUR,SP_LIMIT,STATE,ST_CASE,SUR_COND,TRAF_FLO,TRA_CONT,TWAY_ID,TWAY_ID2,TYP_INT,T_CONT_F,VE_FORMS,VE_TOTAL,WEATHER,WEATHER1,WEATHER2,WRK_ZONE,YEAR,latitude,longitud
,17,44,0,0,0,350,73,,4,6,0,1,3.0,8,,88,88,17,33.507825,3,-86.8247,0,0.0,39,12,1,99,99,,,1,1.0,1.0,1,,0.0,0000000,4.0,0.0,3.0,,1,,6,1.0,0,0,,1,10661,,,,3RD AVE N,7TH ST N,2.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,18,18,0,0,0,2100,97,,5,7,0,1,6.0,8,,99,99,18,30.71065556,3,-88.0928,0,0.0,10,12,0,99,99,,,1,1.0,1.0,1,,0.0,0000000,4.0,0.0,1.0,,1,,6,1.0,0,0,,1,10662,,,,SUMMERVILLE ST,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,23,14,0,0,0,0,29,,5,7,0,1,5.0,12,,88,88,23,33.83627222,2,-85.4568,1,0.0,0,12,0,22,59,,,0,2.0,0.0,2,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10663,,,,CR-49,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,17,54,0,0,0,2890,3,,5,7,0,1,3.0,12,,18,18,17,30.48675278,2,-87.7084,2,165.0,20,12,1,17,24,,,0,3.0,0.0,3,,0.0,0000000,1.0,0.0,1.0,,1,,3,2.0,0,0,,1,10664,,,,SR-59,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,2,40,0,0,0,0,109,,6,1,1,1,7.0,35,,99,99,2,31.72880556,2,-85.9314,0,0.0,10,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10665,,,,CR-3304,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,6,29,0,0,0,0,45,,7,2,0,1,5.0,18,,88,88,5,31.44109444,4,-85.5688,0,0.0,45,12,0,6,10,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10666,,,,CR-20,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,18,45,0,0,0,0,125,,7,2,0,1,5.0,42,,88,88,18,33.25122778,2,-87.6957,0,0.0,28,12,0,18,38,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10667,,,,CR-140,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,7,18,0,0,0,0,93,,8,3,0,1,4.0,12,,88,88,7,34.218675,1,-87.912,6,2849.0,5,12,0,7,8,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,3.0,,1,,2,1.0,0,0,,1,10668,,,,US-SR 17,CR-111,3.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,6,13,0,0,0,2130,101,,9,4,0,1,7.0,8,,99,99,6,32.36864167,3,-86.2838,0,0.0,8,12,0,6,11,,,2,1.0,2.0,1,,0.0,0000000,4.0,0.0,1.0,,1,,6,2.0,0,0,,1,10669,,,,PARK PL,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,22,53,0,0,0,350,73,,10,5,0,1,3.0,8,,88,88,22,33.42656111,2,-86.7055,0,0.0,47,12,1,22,47,,,1,2.0,1.0,2,,0.0,0000000,1.0,0.0,1.0,,1,,2,1.0,0,0,,1,10670,,,,US-SR 38,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,15,50,0,0,0,0,45,,12,7,1,1,3.0,42,,88,88,15,31.40228611,1,-85.5938,0,388.0,41,12,1,15,43,,,0,1.0,0.0,1,,0.0,0000000,1.0,0.0,1.0,,4,,2,1.0,0,0,,1,10671,,,,US-SR 53,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,6,50,0,0,0,0,25,,13,1,0,1,3.0,12,,99,99,6,31.71963889,4,-87.8952,6,355.0,10,12,1,99,99,,,0,3.0,0.0,3,,0.0,0000000,1.0,0.0,1.0,,1,,2,1.0,0,0,,1,10672,,,,US-SR 12,,1.0,,2,2.0,10,10.0,0.0,1.0,2015,,
,1,10,0,0,0,1716,73,,9,4,1,1,1.0,12,,99,99,0,33.38043333,2,-86.8158,2,129.0,53,12,1,0,55,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,1.0,,1,,1,2.0,0,0,,1,10673,,,,I-459,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,23,52,23,0,0,330,73,,19,7,0,1,1.0,8,,99,99,23,33.38782778,2,-86.9871,0,1100.0,42,12,1,99,99,,,1,6.0,1.0,6,,0.0,0000000,1.0,0.0,1.0,,1,,1,1.0,0,0,,1,10674,,,,I-59,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,17,34,0,0,0,2130,101,,9,4,0,1,3.0,12,,88,88,17,32.30571667,2,-86.4063,11,0.0,22,12,1,17,25,,,0,2.0,0.0,2,,0.0,0000000,4.0,0.0,2.0,,1,,6,1.0,0,0,,1,10675,,,,SELMA HWY,ALATEX RD,3.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,10,35,0,0,0,60,123,,13,1,0,1,6.0,42,,99,99,10,32.92732778,1,-85.9074,0,0.0,24,12,0,10,30,,,0,1.0,0.0,1,,0.0,0000000,4.0,0.0,1.0,,4,,6,1.0,0,0,,1,10676,,,,SCOTT RD,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,99,99,0,0,0,0,7,,15,3,0,1,3.0,12,,99,99,14,32.90937778,1,-87.0206,2,925.0,58,12,1,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,1.0,,1,,2,1.0,0,0,,1,10677,,,,US-SR 6,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,18,55,0,0,0,0,53,,15,3,1,2,6.0,1,,88,88,18,31.18176389,2,-87.0379,0,0.0,30,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10678,,,,CR-7,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,10,12,0,0,0,330,73,,17,5,0,1,7.0,42,,88,88,10,33.39771111,1,-87.0456,0,0.0,0,12,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,4.0,0.0,1.0,,4,,6,2.0,0,0,,1,10679,,,,JOHNS RD,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,13,20,0,0,0,3270,51,,16,4,0,1,3.0,12,,99,99,13,32.49594444,1,-86.2155,6,1190.0,15,12,1,99,99,,,0,4.0,0.0,4,,0.0,0000000,1.0,0.0,8.0,,1,,2,1.0,0,0,,1,10680,,,,US-SR 9,,1.0,,2,2.0,2,2.0,0.0,0.0,2015,,
,21,45,0,0,0,0,121,,18,6,0,1,1.0,12,,88,88,21,33.58551111,2,-86.0486,1,1725.0,24,12,1,99,99,,,0,3.0,0.0,3,,0.0,0000000,1.0,0.0,1.0,,1,,1,2.0,0,0,,1,10681,,,,I-20,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,99,99,20,18,0,0,125,,19,7,0,1,1.0,21,,88,88,21,33.13171667,2,-87.6412,0,656.0,57,12,1,99,99,,,0,1.0,0.0,1,,0.0,0000000,1.0,0.0,1.0,,4,,1,1.0,0,0,,1,10682,,,,I-59,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,16,47,0,0,0,9997,83,,20,1,0,1,1.0,12,,99,99,16,34.63960833,5,-86.8479,6,30.0,37,12,1,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,1.0,,1,,1,2.0,0,0,,1,10683,,,,I-565,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,17,30,0,0,0,0,51,,25,4,0,1,6.0,1,,99,99,17,32.59299444,1,-86.0814,0,0.0,20,11,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10684,,,,CR-PLEASANT HILL RD,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,7,10,0,0,0,0,55,,26,7,0,1,6.0,32,,88,88,7,34.18500278,1,-86.0833,0,0.0,10,12,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10685,,,,CR-LEETH GAP,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,10,49,0,0,0,0,37,,5,7,1,1,7.0,12,,99,99,10,33.07534722,1,-86.4245,6,0.0,35,12,0,99,99,,,0,3.0,0.0,3,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10686,,,,CR-5,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,21,35,0,0,0,0,93,,17,5,0,1,4.0,42,,99,99,21,34.09746667,2,-87.7469,0,292.0,15,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,1.0,,4,,3,1.0,0,0,,1,10687,,,,SR-129,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,5,57,0,0,0,0,117,,17,5,0,1,4.0,12,,88,88,5,33.12282778,2,-86.5419,6,210.0,45,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,2.0,,1,,3,1.0,0,0,,1,10688,,,,SR-145,CR-42,2.0,,2,2.0,2,2.0,5.0,0.0,2015,,
,10,0,0,0,0,0,103,,18,6,0,1,5.0,1,,99,99,9,34.33896944,1,-86.7808,0,0.0,45,12,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,5,,4,1.0,0,0,,1,10689,,,,CR-55,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,17,43,0,0,0,0,133,,16,4,0,1,5.0,12,,88,88,17,34.04095833,5,-87.3923,1,153.0,20,12,0,99,99,,,0,3.0,0.0,3,,0.0,0000000,1.0,0.0,1.0,,1,,3,1.0,0,0,,1,10690,,,,SR-195,,1.0,,2,2.0,10,10.0,0.0,0.0,2015,,
,14,49,0,0,0,0,43,,20,1,0,1,6.0,12,,99,99,14,34.20708889,1,-86.8268,2,0.0,40,12,0,99,99,,,0,3.0,0.0,3,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10691,,,,CR-1435,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,1,46,0,0,0,0,17,,20,1,0,1,3.0,35,,88,88,1,32.94546389,2,-85.4014,0,1633.0,19,12,1,99,99,,,0,1.0,0.0,1,,0.0,0000000,1.0,0.0,1.0,,4,,2,1.0,0,0,,1,10692,,,,US-SR 1,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,88,88,0,0,0,0,29,,20,1,0,1,7.0,30,,88,88,1,33.62626944,3,-85.6889,0,0.0,17,12,0,88,88,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10693,,,,CR-HIGHLAND LAKES BLVD,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,16,30,0,0,0,350,73,,21,2,0,1,7.0,14,,99,99,16,33.60813333,3,-86.7083,0,0.0,20,12,0,99,99,,,0,1.0,0.0,1,,1.0,0000000,4.0,0.0,3.0,,5,,6,1.0,0,0,,1,10694,,,,SAM PATE DR,MEG DR,3.0,,1,2.0,2,2.0,0.0,0.0,2015,,
,18,5,0,0,0,1632,49,,22,3,0,1,4.0,12,,99,99,17,34.60711944,2,-85.7294,6,169.0,55,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,2.0,,1,,3,1.0,0,0,,1,10695,,,,SR-40,CR-85,3.0,,2,2.0,5,5.0,0.0,0.0,2015,,
,3,20,0,0,0,2100,97,,23,4,1,1,4.0,42,,88,88,3,30.70858889,3,-88.2067,0,0.0,10,12,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,4.0,0.0,1.0,,4,,6,1.0,0,0,,1,10696,,,,ZEIGLER BLVD,,1.0,,1,1.0,2,2.0,0.0,0.0,2015,,
,10,30,0,0,0,350,73,,23,4,0,1,7.0,12,,99,99,10,33.45938333,1,-86.8851,6,0.0,22,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,4.0,0.0,2.0,,1,,6,1.0,0,0,,1,10697,,,,BEECH AVE SW,32ND ST SW,2.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,18,41,0,0,0,0,125,,25,6,0,1,4.0,12,,88,88,18,33.15943889,2,-87.6015,2,0.0,27,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,4.0,0.0,1.0,,1,,6,1.0,0,0,,1,10698,,,,JOE MALLISHAM PKWY,,1.0,,2,2.0,2,2.0,0.0,0.0,2015,,
,4,50,0,0,0,0,83,,29,3,0,1,5.0,34,,88,88,4,34.89904167,2,-86.82,0,102.0,30,12,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,1.0,0.0,1.0,,4,,3,1.0,0,0,,1,10699,,,,SR-251,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,7,10,0,0,0,1920,119,,3,7,1,1,5.0,1,,88,88,6,32.56511667,4,-88.1998,0,0.0,48,10,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10700,,,,CR-BENNETT RD 13,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,7,46,0,0,0,1030,31,,16,4,0,3,3.0,12,,99,99,7,31.30448889,1,-85.8149,6,0.0,40,12,1,99,99,,,0,5.0,0.0,5,,0.0,0000000,1.0,0.0,1.0,,1,,2,1.0,0,0,,1,10701,,,,US-SR 12,,1.0,,2,2.0,10,10.0,0.0,0.0,2015,,
,99,99,23,0,0,1730,89,,17,5,0,1,3.0,8,,88,88,21,34.65942222,2,-86.4833,0,3240.0,53,12,1,99,99,,,1,1.0,1.0,1,,0.0,0000000,1.0,0.0,1.0,,1,,2,1.0,0,0,,1,10702,,,,US-SR 1,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,11,10,0,0,0,3125,73,,19,7,0,1,3.0,12,,99,99,11,33.44533889,1,-86.7912,6,2700.0,8,12,0,99,99,,,0,3.0,0.0,3,,0.0,0000000,1.0,0.0,2.0,,1,,2,1.0,0,0,,1,10703,,,,US-SR 3,SHADES CREST RD,2.0,,3,3.0,1,1.0,0.0,0.0,2015,,
,18,0,0,0,0,0,43,,24,5,1,2,4.0,12,,99,99,17,34.03717222,2,-86.8917,8,2333.0,50,12,1,99,99,,,0,7.0,0.0,7,,0.0,0000000,1.0,0.0,1.0,,1,,3,1.0,0,0,,1,10704,,,,SR-69,,1.0,,4,4.0,10,10.0,0.0,0.0,2015,,
,12,59,0,0,0,2175,97,,27,1,0,1,5.0,30,,99,99,12,31.09479167,1,-88.0342,0,0.0,46,12,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10705,,,,CR-COY SMITH HWY,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,2,30,0,0,0,0,97,,28,2,1,1,3.0,18,,99,99,2,30.73862778,2,-88.2257,0,0.0,14,12,1,99,99,,,0,2.0,0.0,2,,0.0,0000000,2.0,0.0,1.0,,1,,4,2.0,0,0,,1,10706,,,,CR-SCHILLINGER RD,,1.0,,1,1.0,10,10.0,0.0,1.0,2015,,
,7,30,0,0,0,1340,61,,29,3,0,1,4.0,12,,99,99,7,31.07761667,1,-85.8829,2,0.0,24,12,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,1.0,,1,,3,1.0,0,0,,1,10707,,,,SR-27,,1.0,,2,2.0,10,10.0,0.0,0.0,2015,,
,99,99,0,0,0,0,125,,30,4,0,1,1.0,8,,88,88,18,33.17265,3,-87.456,0,770.0,15,12,1,99,99,,,1,1.0,1.0,1,,0.0,0000000,1.0,0.0,1.0,,1,,1,1.0,0,0,,1,10708,,,,I-59,,1.0,,1,1.0,1,1.0,0.0,1.0,2015,,
,88,88,0,0,0,0,125,,29,3,0,1,1.0,35,,88,88,7,33.14714167,1,-87.6147,0,684.0,45,12,1,88,88,,,0,1.0,0.0,1,,0.0,0000000,1.0,0.0,1.0,,3,,1,1.0,0,0,,1,10709,,,,I-59,,1.0,,1,1.0,1,1.0,0.0,1.0,2015,,
,2,25,0,0,0,0,51,,26,7,1,3,5.0,42,,99,99,1,32.47407222,2,-86.3407,0,0.0,30,9,0,99,99,,,0,5.0,0.0,5,,0.0,0000000,2.0,0.0,1.0,,5,,4,1.0,0,0,,1,10710,,,,CR-COOSADA PKWY,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,18,39,0,0,0,0,71,,16,4,1,1,3.0,42,,99,99,18,34.63040833,1,-85.9728,0,470.0,20,9,1,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,1.0,,4,,3,1.0,0,0,,1,10711,,,,SR-35,,1.0,,1,1.0,1,1.0,0.0,1.0,2015,,
,16,10,23,0,0,0,101,,4,6,0,1,1.0,12,,99,99,14,32.37856667,1,-86.01899999999999,1,181.0,15,9,1,99,99,,,3,2.0,3.0,2,,1.0,0000000,1.0,0.0,1.0,,1,,1,1.0,0,0,,1,10712,,,,I-85,,1.0,,2,3.0,1,1.0,0.0,0.0,2015,,
,10,10,0,0,0,1730,89,,2,4,0,1,1.0,8,,99,99,10,34.71420833,1,-86.6435,0,160.0,0,9,1,99,99,,,1,1.0,1.0,1,,0.0,0000000,1.0,1.0,2.0,,1,,1,1.0,0,0,,1,10713,,,,I-565,BOB WALLACE AVE,2.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,19,30,0,0,0,0,123,,2,7,0,1,7.0,42,,99,99,19,32.92047778,2,-85.7758,0,0.0,20,5,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10714,,,,CR-CHURCH RD,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,88,88,19,0,0,0,127,,29,2,0,1,5.0,8,,88,88,22,33.91311111,2,-87.2533,0,24.0,10,6,0,88,88,,,1,3.0,1.0,3,,0.0,0000000,1.0,0.0,1.0,,1,,3,1.0,0,0,,1,10715,,,,SR-257,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,21,38,0,0,0,0,23,,29,4,1,1,6.0,42,,99,99,21,32.00300833,2,-88.3395,0,0.0,10,7,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10716,,,,CR-NARROW RD,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,6,45,0,0,0,0,121,,10,5,0,1,5.0,12,,99,99,6,33.57953889,1,-86.0574,6,0.0,20,9,0,99,99,,,0,3.0,0.0,3,,0.0,0000000,2.0,0.0,8.0,,1,,4,1.0,0,0,,1,10717,,,,CR-SPEEDWAY BLVD,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,7,40,0,0,0,0,121,,23,4,0,1,7.0,12,,99,99,7,33.15385,1,-86.4446,6,0.0,25,9,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,2.0,0.0,8.0,,1,,4,1.0,0,0,,1,10718,,,,CR-CEDAR CREEK RD,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,3,20,0,0,0,0,97,,26,7,1,1,4.0,32,,99,99,3,30.63988611,2,-88.2592,0,0.0,5,9,0,99,99,,,0,2.0,0.0,2,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10719,,,,CR-COTTAGE HILL RD,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,12,31,0,0,0,0,97,,30,4,1,2,5.0,12,,99,99,12,30.99865833,1,-88.1262,2,0.0,15,9,0,99,99,,,0,4.0,0.0,4,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10720,,,,CR-CELESTE RD,,1.0,,3,3.0,1,1.0,0.0,0.0,2015,,
,19,35,0,0,0,0,89,,30,4,0,1,3.0,12,,99,99,18,34.88472222,3,-86.73899999999999,6,3328.0,55,9,1,99,99,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,2.0,,1,,3,1.0,0,0,,1,10721,,,,SR-53,OLD RAILROAD BED RD,2.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,15,35,0,0,0,0,119,,24,7,1,1,4.0,12,,99,99,15,32.43335833,1,-88.2646,2,1359.0,0,10,0,15,10,,,0,3.0,0.0,3,,0.0,0000000,1.0,0.0,1.0,,1,,3,1.0,0,0,,1,10722,,,,SR-17,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,18,26,0,0,0,0,89,,24,7,0,1,7.0,42,,88,88,18,34.86684722,2,-86.7081,0,0.0,17,10,0,18,19,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10723,,,,CR-CARTERS GIN RD,,1.0,,1,1.0,10,10.0,0.0,1.0,2015,,
,14,8,0,0,0,2720,71,,26,2,0,1,7.0,30,,14,36,13,34.62593056,1,-86.0123,0,0.0,50,10,0,13,45,,,0,1.0,0.0,1,,0.0,0000000,4.0,0.0,1.0,,4,,6,2.0,0,0,,1,10724,,,,CLEMONS RD,,1.0,,1,1.0,2,2.0,0.0,0.0,2015,,
,0,40,0,0,0,0,31,,29,5,1,1,7.0,1,,88,88,0,31.58559722,2,-86.0539,0,0.0,0,10,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10725,,,,CR-304,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,99,99,0,0,0,0,25,,29,5,1,1,6.0,34,,99,99,16,31.52796667,1,-87.7786,0,0.0,50,10,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10726,,,,CR-WALKER SPRINGS RD,,1.0,,1,1.0,1,1.0,0.0,1.0,2015,,
,12,58,0,0,0,0,45,,2,6,0,1,3.0,12,,99,99,12,31.51613889,1,-85.7081,6,495.0,50,10,0,12,51,,,0,4.0,0.0,4,,0.0,0000000,1.0,0.0,2.0,,1,,2,1.0,0,0,,1,10727,,,,US-SR 53,CR-11,2.0,,3,3.0,10,10.0,0.0,0.0,2015,,
,2,10,0,0,0,0,5,,3,7,0,1,4.0,8,,88,88,1,31.86285278,2,-85.3855,0,48.0,52,10,0,1,53,,,1,1.0,1.0,1,,0.0,0000000,1.0,0.0,1.0,,1,,3,1.0,0,0,,1,10728,,,,SR-30,,1.0,,1,1.0,2,2.0,0.0,0.0,2015,,
,88,88,0,0,0,0,111,,3,7,0,1,5.0,35,,88,88,6,33.40915556,4,-85.5975,0,0.0,0,10,0,88,88,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10729,,,,CR-82,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,22,58,0,0,0,0,125,,3,7,1,1,3.0,12,,99,99,22,33.43137222,2,-87.6052,2,2120.0,33,10,1,99,99,,,0,3.0,0.0,3,,0.0,0000000,1.0,0.0,1.0,,1,,2,1.0,0,0,,1,10730,,,,US-SR 13,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,4,34,0,0,0,0,51,,4,1,1,1,4.0,12,,4,55,3,32.5638,2,-86.1369,2,1762.0,35,10,0,3,52,,,0,2.0,0.0,2,,0.0,0000000,1.0,0.0,1.0,,1,,3,1.0,0,0,,1,10731,,,,SR-14,,1.0,,2,2.0,2,2.0,0.0,0.0,2015,,
,4,44,0,0,0,0,97,,4,1,0,1,7.0,53,,88,88,4,30.58886111,2,-88.24700000000001,0,0.0,30,10,0,99,99,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10732,,,,CR-THREE NOTCH RD,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,16,13,0,0,0,0,131,,4,1,1,1,4.0,35,,16,46,15,31.98566111,1,-87.1046,0,952.0,45,10,0,15,57,,,0,1.0,0.0,1,,0.0,0000000,1.0,0.0,1.0,,4,,3,1.0,0,0,,1,10733,,,,SR-28,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,20,15,0,0,0,0,47,,4,1,0,1,3.0,8,,20,36,20,32.37678333,2,-87.0039,0,1232.0,5,10,0,20,6,,,1,1.0,1.0,1,,0.0,0000000,1.0,0.0,8.0,,1,,3,1.0,0,0,,1,10734,,,,SR-41,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,88,88,0,0,0,0,31,,5,2,0,1,4.0,8,,88,88,1,31.27606389,2,-85.9371,0,0.0,30,10,0,88,88,,,1,1.0,1.0,1,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10735,,,,CR-606,,1.0,,1,1.0,10,10.0,0.0,0.0,2015,,
,7,7,0,0,0,1540,93,,8,5,0,1,4.0,8,,7,38,6,34.14089444,1,-87.98899999999999,0,2770.0,17,10,0,6,24,,,1,1.0,1.0,1,,0.0,0000000,1.0,0.0,1.0,,1,,2,1.0,0,0,,1,10736,,,,US-SR 17,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,17,0,0,0,0,0,97,,11,1,1,1,3.0,30,,99,99,16,30.90369444,1,-88.2012,0,158.0,53,10,1,99,99,,,0,1.0,0.0,1,,0.0,0000000,1.0,0.0,1.0,,4,,2,1.0,0,0,,1,10737,,,,US-SR 17,,1.0,,1,1.0,1,1.0,0.0,1.0,2015,,
,19,0,0,0,0,0,81,,14,4,0,1,4.0,9,,99,99,18,32.51385278,2,-85.2024,0,0.0,45,10,0,99,99,,,1,1.0,1.0,1,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10738,,,,CR-240,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,13,30,0,0,0,0,109,,15,5,0,1,5.0,12,,99,99,13,31.84781389,1,-85.8051,6,0.0,10,10,0,99,99,,,0,3.0,0.0,3,,0.0,0000000,2.0,0.0,1.0,,1,,4,1.0,0,0,,1,10739,,,,CR-6636,,1.0,,2,2.0,1,1.0,0.0,0.0,2015,,
,17,34,0,0,0,0,33,,15,5,0,1,7.0,34,,88,88,17,34.62221944,1,-87.5788,0,0.0,25,10,0,17,24,,,0,1.0,0.0,1,,0.0,0000000,2.0,0.0,1.0,,4,,4,1.0,0,0,,1,10740,,,,CR-LAGRANGE RD,,1.0,,1,1.0,1,1.0,0.0,0.0,2015,,
,15,58,0,0,0,0,15,,16,6,1,1,4.0,12,,16,20,15,33.64436667,1,-85.8804,6,59.0,25,10,0,15,50,,,0,5.0,0.0,5,,0.0,0000000,1.0,0.0,2.0,,1,,3,1.0,0,0,,1,10741,,,,SR-202,LLOYD DR,2.0,,2,2.0,1,1.0,0.0,0.0,2015,,
